Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Kellogg,2381,United States,https://www.kelloggcompany.com/,,,North America,Mature,Food & Beverages,"Kellogg's is a cereal company, and a major producer of convenience foods.",crunchbase,https://www.crunchbase.com/organization/kellogg,2024-05-16,22,100.0,1.6,0,564,3,2,2,1343,1,-100.0,1.5,1,66,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,82,423,Battle Creek,Michigan,https://parat.eto.tech/company/2381-kellogg
Aflac,2195,United States,https://www.aflac.com/,S&P 500,,North America,Mature,Insurance,Aflac is a company that offers individuals and companies supplemental disability insurance.,crunchbase,https://www.crunchbase.com/organization/aflac,2024-05-16,9,-100.0,0.9,6,325,1,2,0,1004,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,423,Columbus,Georgia,https://parat.eto.tech/company/2195-aflac
Sensetime,223,China,http://www.sensetime.com/,GenAI Contenders,,Asia,Mature,Software & IT Services,SenseTime is an AI software company focused on creating a better AI-empowered future through innovation.,crunchbase,https://www.crunchbase.com/organization/sensetime,2024-05-16,478,44.59193245778612,93.7,317,36117,417,13,14,510,1583,41.15927539721223,36.4,759,4344,1,37,18,7,0,2,4,25,18,24,0,0,1,850,5,25,0,66,69,14,697,26,0,8,2,24,10,0,17,94,421,Beijing,Beijing ,https://parat.eto.tech/company/223-sensetime
NortonLifeLock,706,United States,https://www.nortonlifelock.com/,,,North America,Unknown,Unknown,"NortonLifeLock Inc. is an American software company headquartered in Tempe, Arizona, United States. The company provides cybersecurity software and services. NortonLifeLock is a Fortune 500 company and a member of the S&P 500 stock-market index. The company also has development centers in Pune, Chennai and Bangalore.",wikipedia,https://en.wikipedia.org/wiki/NortonLifeLock,2021-03-15,62,-12.764550264550266,22.4,12,1306,2,22,0,277,65,-74.86772486772487,18.4,59,353,0,2,3,0,0,0,0,0,0,0,0,0,0,49,0,37,0,30,0,0,3,1,1,7,1,0,2,0,0,18,419,Tempe,Arizona,https://parat.eto.tech/company/706-nortonlifelock
Fox Corporation,2330,United States,https://www.foxcorporation.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Fox Corporation is an American television broadcasting company.,crunchbase,https://www.crunchbase.com/organization/fox-corporation,2024-05-16,0,,0.0,0,0,0,0,0,21,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,418,New York,New York,https://parat.eto.tech/company/2330-fox-corporation
Illinois Tool Works,2365,United States,http://www.itw.com/,S&P 500,,North America,Mature,Consumer Goods Conglomerates,"ITW specializes in the fields of industrial machinery, engineering, operations, sales, marketing, finance, and accounting.",crunchbase,https://www.crunchbase.com/organization/illinois-tool-works,2024-05-16,1,,1.2,0,2,0,0,1,82,18,50.0,0.4,9,4410,0,0,2,0,0,0,1,0,15,0,0,0,0,2,0,0,0,1,1,0,8,7,0,1,0,3,2,0,0,4,417,Glenview Nas,Illinois,https://parat.eto.tech/company/2365-illinois-tool-works
Hikvision,106,China,https://www.hikvision.com/,,,Asia,Mature,Technology Equipment,Hikvision is a global manufacturer and supplier of video surveillance products and solutions.,crunchbase,https://www.crunchbase.com/organization/hikvision-digital-technology,2024-05-16,291,37.19336219336219,67.2,87,8664,222,9,12,433,715,58.14977403548832,8.3,396,8586,2,4,19,6,0,0,3,0,20,1,0,0,4,321,1,27,0,61,36,10,173,16,0,5,2,16,11,0,16,41,416,Hangzhou,Zhejiang,https://parat.eto.tech/company/106-hikvision
Alaska Air Group,2197,United States,http://investor.alaskaair.com/,,,North America,Mature,Transportation,Alaska Airlines is the eighth-largest U.S. airline based on passenger traffic and is the dominant U.S. West Coast air carrier.,crunchbase,https://www.crunchbase.com/organization/alaska-air-group,2024-05-16,0,,0.0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,412,Seatac,Washington,https://parat.eto.tech/company/2197-alaska-air-group
Insulet,6965,United States,https://www.insulet.com/,S&P 500,,North America,Mature,Unknown,Insulet (NASDAQ: PODD) is an innovative medical device company improving the lives of people with diabetes and other conditions through its Omnipod delivery system.,company,https://www.insulet.com/about-insulet,2024-06-04,0,,0.0,0,0,0,0,0,99,10,200.0,3.4,0,294,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,15,411,Acton,Massachusetts,https://parat.eto.tech/company/6965-insulet
Anduril Industries,24,United States,http://www.anduril.com,,,North America,Mature,Industrial Goods,Anduril Industries is a defense product company that builds technology for military agencies and border surveillance.,crunchbase,https://www.crunchbase.com/organization/anduril-industries,2024-05-16,2,,28.6,0,102,0,0,0,7,17,,32.7,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,14,0,7,1,7,0,0,0,15,0,0,0,19,408,Irvine,California,https://parat.eto.tech/company/24-anduril-industries
Edwards Lifesciences,2301,United States,https://www.edwards.com,S&P 500,,North America,Mature,Healthcare Services & Equipment,Edwards Lifesciences is the global leader in the science of heart valves and hemodynamic monitoring.,crunchbase,https://www.crunchbase.com/organization/edwards-lifesciences,2024-05-16,20,16.666666666666668,2.2,0,1156,6,0,1,918,19,-75.0,1.6,3,1204,0,0,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,15,1,0,0,0,0,1,0,0,0,102,407,Irvine,California,https://parat.eto.tech/company/2301-edwards-lifesciences
Tyson Foods,2018,United States,https://www.tysonfoods.com/,S&P 500,,North America,Mature,Food & Beverages,"Tyson Foods is a modern, multi-national, protein-focused food company.",crunchbase,https:// https://www.crunchbase.com/organization/tyson-food,2024-05-16,1,,1.0,0,0,1,0,0,104,1,,2.6,1,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,398,Springdale,Arkansas,https://parat.eto.tech/company/2018-tyson-foods
Caesars Entertainment,6945,United States,https://www.caesars.com/,S&P 500,,North America,Mature,Unknown,"Caesars Entertainment, Inc., formerly Eldorado Resorts, Inc., is an American hotel and casino entertainment company founded and based in Reno, Nevada that operates more than 50 properties. Eldorado Resorts acquired Caesars Entertainment Corporation and changed its own name to Caesars Entertainment on July 20, 2020.",wikipedia,https://en.wikipedia.org/wiki/Caesars_Entertainment,2024-06-04,1,,4.2,0,2,0,0,0,24,1,-100.0,33.3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,394,Reno,Nevada,https://parat.eto.tech/company/6945-caesars-entertainment
O'Reilly Automotive,2442,United States,https://www.oreillyauto.com/,S&P 500,,North America,Mature,Retailers,"O’Reilly Automotive, Inc. is a specialty retailer of automotive aftermarket parts, tools, supplies, equipment and accessories.",crunchbase,https://www.crunchbase.com/organization/o-reilly-auto-parts,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,393,Springfield,Missouri,https://parat.eto.tech/company/2442-oreilly-automotive
Cincinnati Financial,2258,United States,https://www.cinfin.com/,S&P 500,,North America,Mature,Insurance,"Cincinnati Financial Corporation offers property and casualty insurance, its main business, through The Cincinnati Insurance Company.",crunchbase,https://www.crunchbase.com/organization/cincinnati-financial,2024-05-16,0,,0.0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,387,Fairfield,Ohio,https://parat.eto.tech/company/2258-cincinnati-financial
Datarobot,63,United States,http://datarobot.com,,,North America,Mature,Unknown,DataRobot provides AI technology and ROI enablement services to global enterprises.,crunchbase,https://www.crunchbase.com/organization/datarobot,2024-05-16,12,0.0,42.9,0,94,2,0,0,28,41,100.0,62.1,10,66,0,1,6,0,0,0,0,0,1,2,0,0,0,27,0,0,0,3,0,0,3,2,1,10,0,0,6,0,1,154,385,Boston,Massachusetts,https://parat.eto.tech/company/63-datarobot
Moody's,2420,United States,https://www.moodys.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,"Moody's Investors Service is a bond credit rating business that provides research, credit rating, and financial risk analysis services.",crunchbase,https://www.crunchbase.com/organization/moodys-investors-service,2024-05-16,6,-100.0,7.5,3,65,1,4,0,80,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,380,New York,New York,https://parat.eto.tech/company/2420-moodys
Genuine Parts,2338,United States,https://www.genpt.com/,S&P 500,,North America,Mature,Automobiles & Auto Parts,Genuine Parts Company is a service organization engaged in the distribution of automotive replacement parts & industrial replacement parts,crunchbase,https://www.crunchbase.com/organization/genuine-parts-company,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,380,Atlanta,Georgia,https://parat.eto.tech/company/2338-genuine-parts
American Tower,2210,United States,http://www.americantower.com/,S&P 500,,North America,Mature,Real Estate,American Tower offers its users with a variety of wireless infrastructure solutions around the world.,crunchbase,https://www.crunchbase.com/organization/american-tower,2024-05-16,0,,0.0,0,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,379,Boston,Massachusetts,https://parat.eto.tech/company/2210-american-tower
Phillips 66,1818,United States,https://www.phillips66.com/,S&P 500,,North America,Mature,Energy - Fossil Fuels,Energy manufacturing and logistics company,crunchbase,https://www.crunchbase.com/organization/phillips-66-2,2024-05-16,1,,0.7,0,16,0,0,0,149,4,-100.0,1.3,1,303,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,52,376,Houston,Texas,https://parat.eto.tech/company/1818-phillips-66
Linde,2397,Ireland,https://www.linde.com/,S&P 500,,Europe,Mature,Chemicals,"Linde is an engineering company that supplies industrial, process, and specialty gases.",crunchbase,https://www.crunchbase.com/organization/the-linde-group,2024-05-16,15,-100.0,1.2,0,96,2,1,1,1282,3,0.0,0.1,0,2527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,52,374,Dublin,Dublin,https://parat.eto.tech/company/2397-linde
TechnipFMC,2506,United Kingdom,https://www.technipfmc.com/,,,Europe,Mature,Energy - Fossil Fuels,"TechnipFMC engages in project management, engineering, and construction for the energy industry.",crunchbase,https://www.crunchbase.com/organization/technip-paris,2024-05-16,17,50.0,2.4,0,519,0,0,10,698,3,-100.0,0.4,2,710,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,29,372,Newcastle Upon Tyne,Tyne And Wear,https://parat.eto.tech/company/2506-technipfmc
Paccar,2448,United States,http://www.paccar.com/,S&P 500,,North America,Mature,Industrial Goods,"PACCAR Financial Pty. Ltd., a specialist finance company, engages in financing trucks and trailers.",crunchbase,https://www.crunchbase.com/organization/paccar,2024-05-16,4,-100.0,3.3,0,2,1,0,1,123,5,,0.6,2,774,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,2,2,0,0,48,371,Bellevue,Washington,https://parat.eto.tech/company/2448-paccar
D. E. Shaw Group,720,United States,https://www.deshaw.com/,,,North America,Mature,Unknown,The D. E. Shaw group is a global investment and technology development firm.,crunchbase,https://www.crunchbase.com/organization/d-e-shaw-co,2024-05-16,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,371,New York,New York,https://parat.eto.tech/company/720-d-e-shaw-group
Waste Management,2535,United States,https://www.wm.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,Waste Management is a provider of integrated waste and environmental services.,crunchbase,https://www.crunchbase.com/organization/waste-management,2024-05-16,0,,0.0,0,0,0,0,0,18,4,-100.0,15.4,3,26,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,58,367,Houston,Texas,https://parat.eto.tech/company/2535-waste-management
Domino's Pizza,3089,United States,https://www.dominos.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"Domino's Pizza is a pizza restaurant chain that offers offers delicious pizza, chicken and pasta, appetizers and desserts, and more.",crunchbase,https://www.crunchbase.com/organization/dominos-pizza,2024-05-16,0,,0.0,0,0,0,0,0,2,2,-100.0,16.7,0,12,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,41,363,Ann Arbor,Michigan,https://parat.eto.tech/company/3089-dominos-pizza
Verizon Media,746,United States,https://www.verizonmedia.com/,,,North America,Mature,Telecommunications Services,"Verizon Media offers services in content, advertising, and technology with its brands such as Yahoo, TechCrunch, and more.",crunchbase,https://www.crunchbase.com/organization/verizon-media,2024-05-16,4,-100.0,44.4,1,24,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,363,Sunnyvale,California,https://parat.eto.tech/company/746-verizon-media
Invesco,2372,United States,http://www.invesco.com/,S&P 500,,North America,Mature,Banking & Investment Services,Invesco is an independent investment management firm delivering an investment experience designed to help people get more out of life.,crunchbase,https://www.crunchbase.com/organization/invesco-perpetual,2024-05-16,0,,0.0,0,0,0,0,0,24,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,361,Atlanta,Georgia,https://parat.eto.tech/company/2372-invesco
Kraft Heinz,2161,United States,https://www.kraftheinzcompany.com/,S&P 500,,North America,Mature,Food & Beverages,"Kraft Heinz is a multinational food and beverage company offering a diverse range of condiments, sauces, snacks, cheese, and frozen foods.",crunchbase,https:// https://www.crunchbase.com/organization/the-kraft-heinz-company,2024-05-16,1,,0.7,0,4,1,0,0,140,2,-100.0,1.1,2,180,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,129,357,Chicago,Illinois,https://parat.eto.tech/company/2161-kraft-heinz
Ralph Lauren Corporation,2471,United States,http://investor.ralphlauren.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,"Ralph Lauren designs, markets, and distributes apparel, home furnishings, and accessories.",crunchbase,https://www.crunchbase.com/organization/ralph-lauren-inc,2024-05-16,0,,0.0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,356,New York,New York,https://parat.eto.tech/company/2471-ralph-lauren-corporation
Viatris,3094,United States,https://www.viatris.com/,S&P 500,,North America,Mature,Unknown,"Viatris is a global pharmaceutical company formed in 2020 through the combination of Mylan and Upjohn, a legacy division of Pfizer.",crunchbase,https:// https://www.crunchbase.com/organization/viatris-a464,2024-05-16,21,55.55555555555555,0.9,0,1320,5,4,4,2428,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,352,Canonsburg,Pennsylvania,https://parat.eto.tech/company/3094-viatris
D. R. Horton,2278,United States,https://www.drhorton.com/,S&P 500,,North America,Mature,Cyclical Consumer Products,D.R. Horton is a homebuilder that provides new homes to customers.,crunchbase,https://www.crunchbase.com/organization/d-r-horton,2024-05-16,0,,0.0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,344,Arlington,Texas,https://parat.eto.tech/company/2278-d-r-horton
Newell Brands,2428,United States,https://www.newellbrands.com/,,,North America,Mature,Cyclical Consumer Products,"Newell Brands is a consumer goods company that offers commercial, learning, and recreation products.",crunchbase,https://www.crunchbase.com/organization/newell-rubbermaid,2024-05-16,0,,0.0,0,0,0,0,0,11,0,,0.0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,341,Atlanta,Georgia,https://parat.eto.tech/company/2428-newell-brands
Charles River Laboratories,6948,United States,https://www.criver.com/,S&P 500,,North America,Mature,Unknown,"Charles River Laboratories International, Inc., is an American pharmaceutical company specializing in a variety of preclinical and clinical laboratory, gene therapy and cell therapy services for the pharmaceutical, medical device and biotechnology industries. It also supplies assorted biomedical products, outsourcing services, and animals for research and development in the pharmaceutical industry (for example, contract research organization services) and offers support in the fields of basic research, drug discovery, safety and efficacy, clinical support, and manufacturing.",wikipedia,https://en.wikipedia.org/wiki/Charles_River_Laboratories,2024-06-04,19,16.666666666666668,1.0,1,115,8,0,2,1893,2,,2.9,0,68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,334,Wilmington,Massachusetts,https://parat.eto.tech/company/6948-charles-river-laboratories
Bio-Rad Laboratories,3086,United States,https://www.bio-rad.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,Bio-Rad Laboratories has played a leading role in the advancement of scientific discovery for over 50 years by providing a broad range of,crunchbase,https:// https://www.crunchbase.com/organization/bio-rad-laboratories,2024-05-16,1,,0.3,0,0,0,0,0,370,4,-100.0,1.1,2,366,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,33,334,Hercules,California,https://parat.eto.tech/company/3086-bio-rad-laboratories
Fleetcor Technologies,2323,United States,http://www.fleetcor.com/,,,North America,Mature,Industrial & Commercial Services,"Fleetcor Technologies provides specialized payment products and services to commercial fleets, oil companies, and petroleum marketers.",crunchbase,https://www.crunchbase.com/organization/fleetcor-technologies,2024-05-16,0,,0.0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,334,Norcross,Georgia,https://parat.eto.tech/company/2323-fleetcor-technologies
Firstenergy,2320,United States,https://www.firstenergycorp.com/,S&P 500,,North America,Mature,Utilities,"FirstEnergy (NYSE: FE) is a diversified energy company dedicated to safety, reliability and operational excellence.",crunchbase,https://www.crunchbase.com/organization/firstenergy-corp,2024-05-16,0,,0.0,0,0,0,0,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,331,Akron,Ohio,https://parat.eto.tech/company/2320-firstenergy
CBOE Global Markets,2248,United States,http://www.cboe.com/,S&P 500,,North America,Mature,Banking & Investment Services,Cboe Global Markets is an operator of stock and options markets in the U.S. and Europe.,crunchbase,https://www.crunchbase.com/organization/bats-global-markets,2024-05-16,0,,0.0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,331,Chicago,Illinois,https://parat.eto.tech/company/2248-cboe-global-markets
Ping An,202,China,http://www.pingan.com/,,,Asia,Mature,Insurance,"Ping An Insurance Company is a holding company deals with insurance, banking, and financial service.",crunchbase,https://www.crunchbase.com/organization/ping-an,2024-05-16,247,263.9583333333333,68.8,32,3609,104,62,0,359,2239,253.6583826336575,49.4,864,4532,23,386,436,12,0,16,4,13,38,134,0,0,10,1219,2,69,0,137,67,21,239,13,0,23,21,17,269,0,173,65,330,Shenzhen,Guangdong,https://parat.eto.tech/company/202-ping-an
Eastman Chemical,2298,United States,http://www.eastman.com/,S&P 500,,North America,Mature,Chemicals,Eastman is a global specialty chemicals company that produces a range of advanced materials and chemicals.,crunchbase,https://www.crunchbase.com/organization/eastman-chemical-company,2024-05-16,8,-100.0,0.7,0,259,1,2,1,1148,1,,0.1,0,990,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,320,Kingsport,Tennessee,https://parat.eto.tech/company/2298-eastman-chemical
